id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-EW-A1P1	0.026919311	0	0.00330284	0.129827001	0	0.134345862	0.01410206	0.040658597	0.003564461	0.000445673	0	0.01543834	0	0.323989632	0.100708307	0.114745642	0.04897835	0	0.042973924	0	0	0
TCGA-A1-A0SH	0.120626123	0	0.055735958	0.043432683	0	0.194899211	0	0.004649072	0.001101141	0	0.001556688	0	0.00843492	0.180195073	0.047239713	0.180597675	0.008011276	0	0.149471852	0	0	0.004048614
TCGA-A2-A0EO	0.072323769	0	0.048952665	0.096014643	0	0.214670239	0	0.026003976	0.024886638	0	0	0.014807912	0	0.156072377	0.105910796	0.110367913	0.014125547	0	0.115264826	0	0	0.0005987
TCGA-D8-A1XJ	0.044435957	0	0.019710205	0.020720269	0	0.114791328	0	0.039532259	0.038653902	0	0.009286531	0	0	0.301862207	0.073378163	0.290385965	0	0	0.039716594	0	0	0.007526619
TCGA-BH-A1FG	0.078200958	0	0.009098249	0.091095288	0	0.165214624	0.003757307	0.024846911	0.004037993	0.02442904	0	0	0.065167186	0.026239973	0.119857077	0.183101189	0.013944602	0	0.188933104	0	0	0.002076499
TCGA-3C-AALK	0.059181549	0	0.007592249	0.150881323	0	0.246403112	0.005319064	0.014849726	0.011769994	0	0	0.063702548	0.020503317	0.077980654	0.098005746	0.149860772	0.018208476	0	0.07574147	0	0	0
TCGA-AO-A1KT	0.026295282	0	0	0.007285528	0	0.183700718	0.009685749	0.027864699	0.004025731	0.000471051	0.0081907	0	0.016071266	0.295041686	0.033390427	0.287905716	0	0.041020516	0.050711774	0	0.003428374	0.004910784
TCGA-E2-A1II	0.017612225	0	0	0.310035815	0	0.060865051	0.154450877	0.06677323	0.026690681	0.012193955	0	0	0	0.053248477	0.160104958	0.079866864	0.006569619	0	0.051588249	0	0	0
TCGA-A8-A09V	0.101715581	0	0.071742852	0	0	0.096090535	0	0	0	0	0.014140047	0	0.132824674	0	0.056280036	0.338290033	0	0	0.188916242	0	0	0
TCGA-AN-A0FN	0.060493974	0	0.001683188	0.105908558	0	0.286937022	0	0.072657515	0.001450101	0.082239463	0	0.017268123	0	0.105949231	0.077577938	0.085758201	0.043302219	0	0.058774466	0	0	0
TCGA-AC-A5XU	0	0.007271487	0.111397584	0.107418614	0	0.151285779	0	0.026213326	0.026113962	0	0	0.022754164	0	0.303192895	0.071060955	0.118118003	0.00247322	0	0.051491865	0	0	0.001208145
TCGA-BH-A1F2	0.000887406	0.003496859	0.000186345	0	0	0.161266647	0	0.039077424	0	0.063869333	0	0.031752086	0	0.412932852	0.005439649	0.184545542	0	0	0.096545857	0	0	0
TCGA-BH-A0W4	0.057734123	0	0.012830646	0.012153511	0	0.104799987	0	0.023152412	0	0.008760335	0	0.023091782	0	0.423095816	0.075438755	0.094437436	0.00850739	0	0.155997808	0	0	0
TCGA-A2-A0EV	0.051004799	0	0.009994063	0.096494295	0	0.108335479	0.020203421	0.024263285	0.030085557	0	0.012270977	0	0	0.337905228	0.091524851	0.164386734	0.005565057	0	0.047966254	0	0	0
TCGA-EW-A1J5	0.044138267	0	0.000669468	0.132287866	0	0.241846299	0.01831384	0.05363534	0	0.014337717	0	0	0	0.071841835	0.15697063	0.140459889	0.006779349	0	0.1187195	0	0	0
TCGA-A1-A0SN	0.049163605	0	0.009063099	0.148439135	0	0.271783959	0.017995234	0.036969508	0.037870482	0.002019491	0	0	0	0.098696603	0.087823766	0.162082145	0.028957044	0.004812969	0.040673301	0	0	0.003649659
TCGA-D8-A1Y3	0.013240861	0.004146699	0	0.136000123	0	0.04922549	0.028793521	0.05132117	0.025339984	0	0	0.0041019	0.006879568	0.048251346	0.07290665	0.429533773	0.003819484	0.005637628	0.103757701	0	0	0.017044101
TCGA-BH-A0H3	0.066467646	0	0.01588651	0.100439629	0	0.205220695	0	0.030405351	0.02356038	0.026924186	0	0	0	0.175208842	0.08596749	0.151671435	0.065963933	0	0.052283904	0	0	0
TCGA-AN-A0XW	0.02787091	0	0.010455567	0.155014345	0	0.185669155	0.082377667	0.040848574	0.005453921	0	0	0.006920593	0.011718677	0.042204946	0.143245087	0.121242874	0.035733558	0	0.116772623	0	0.01265562	0.001815882
TCGA-AR-A24N	0.084154905	0	0.123799444	0.051849713	0	0.207570213	0	0.081629152	0.012776305	0	0	0.013703766	0.022599315	0.082576809	0.072915601	0.172798925	0	0.018007716	0.055618136	0	0	0
TCGA-E9-A1RA	0.113714104	0	0	0.117892821	0	0.098111058	0	0.041402569	0.044164576	0	0	0.041602208	0	0.266571809	0.108846334	0.107567486	0.012243368	0	0.047883667	0	0	0
TCGA-E9-A1NE	0.096342661	0	0	0.315898713	0	0.246982171	0.063981406	0.029931584	0.006429224	0.039001625	0	0.003031971	0.004864513	0.014845669	0.068070755	0.064609528	0.013435291	0.001415671	0.031159218	0	0	0
TCGA-E9-A1NF	0.002534463	0.000117235	0.000178474	0.018681904	0	0.099366097	0.009493479	0.005545163	0.012709353	0.024326778	0	0.02084104	0	0.383045209	0.049361625	0.295318412	0	0	0.078480768	0	0	0
TCGA-BH-A0DZ	0.00844722	0	0.039859583	0.029839764	0	0.136301009	0.011055242	0.019130169	0.010488743	0.000984343	0	0.015471238	0	0.274999148	0.121584489	0.278667891	0.023844931	0	0.022723049	0	0.006603181	0
TCGA-AR-A1AY	0.015879058	0	0	0.024079642	0	0.068619528	0.005661629	0.026667358	0	0	0	0.00514567	0	0.600231544	0.096879359	0.098542341	0	0	0.058293872	0	0	0
TCGA-E9-A1R2	0.084125257	0	0.008663789	0.152954635	0	0.160741723	0.003362517	0.085248213	0.046659523	0	0	0.013321991	0.018841213	0.053907973	0.171504048	0.075302375	0.013131266	0	0.112235477	0	0	0
TCGA-LL-A73Y	0.052992775	0	0	0.033089762	0	0.139486737	0.017949953	0.053886525	0.059055652	0.002490029	0	0.020944847	0	0.354603098	0.032994098	0.05694838	0.114323643	0.0278669	0.033367599	0	0	0
TCGA-E9-A1RG	0.023742865	0	0.006047469	0.087209244	0	0.088694765	0	0	0.074141268	0	0	0.087192154	0.009322935	0.141651749	0.141863902	0.209110519	0.050857454	0	0.080165676	0	0	0
TCGA-BH-A18K	0.024446898	0	0.007888997	0.02699193	0	0.055875037	0	0.067872958	0.009164275	0.019936475	0	0.017541797	0	0.346559918	0.066811272	0.225473673	0.052817602	0	0.077064161	0	0	0.001555007
TCGA-BH-A0AV	0.088337848	0	0.032751523	0.014062212	0	0.079339691	0.02042413	0.001258885	0.008294346	0	0.007064494	0	0	0.568832482	0.023684731	0.11698967	0	0	0.038959988	0	0	0
TCGA-A2-A0YF	0.055447123	0	0.00426184	0	0	0.132684742	0	0.017165183	0.004236511	0.014113847	0	0	0	0.37973388	0.062693601	0.222310126	0.050338148	0	0.057014998	0	0	0
TCGA-A2-A0YE	0.084483974	0	0.128913402	0.038214353	0	0.140963342	0	0.057443504	0	0	0	0.033593434	0	0.188749137	0.129777326	0.132803369	0.021614326	0	0.043443834	0	0	0
TCGA-E2-A1B1	0.074527859	0	0.004301917	0.057849451	0	0.191977156	0.030474819	0.040786798	0.002879911	0.023026841	0	0	0	0.25058764	0.104030823	0.120507896	0.045926389	0.004328121	0.048794379	0	0	0
TCGA-AC-A2QI	0.074440932	0	0	0.057748727	0	0.187730579	0.015097815	0.042286556	0.015748177	0.041649453	0	0	0	0.229424538	0.151767317	0.101948759	0.007014042	0	0.075143103	0	0	0
TCGA-A2-A0CL	0.092288543	0	0.013562469	0.183092385	0	0.306411726	0.077597381	0	0.055043856	0	0.003884786	0	0.013485106	0.051629094	0.140177839	0.035864205	0.000461261	0.009951229	0.011756554	0	0	0.004793569
TCGA-BH-A0BR	0.041443392	0	0.005054045	0.025371974	0	0.119646544	0.012427242	0.040304187	0.032664183	0.010256009	0.017539995	0	0	0.38643993	0.052675233	0.205301147	0	0	0.04927858	0	0	0.00159754
TCGA-EW-A1P8	0.013549036	0.001952865	0	0.083233367	0	0.155621014	0.025235822	0.057797995	0.009373362	0.002452529	0	0	0	0.141501529	0.06568556	0.253765034	0.094032941	0	0	0.090855618	0	0.004943328
TCGA-S3-A6ZG	0.175325511	0	0.081637467	0.051232304	0	0.204648971	0.008222846	0.002102279	0.002352762	0	0	0.048915565	0.016527626	0.053754103	0.068294765	0.084158273	0.036430248	0	0.162030347	0	0.004112607	0.000254325
TCGA-BH-A0HN	0	0.085592248	0	0.026538112	0	0.213966395	0	0.006286406	0.053113618	0	0	0	0.061142926	0	0.03249749	0.416041549	0.095614734	0	0.003828946	0	0	0.005377577
TCGA-GM-A2DL	0.031899879	0	0.000281302	0.019991682	0	0.122731873	0.003417563	0.043267273	0.018647834	0	0	0.023033919	0	0.187300919	0.050159606	0.333020876	0.063496236	0.015389182	0.081821616	0	0	0.00554024
TCGA-A8-A07R	0.102538496	0	0.045148387	0.029814414	0	0.199602967	0.022704215	0.060801871	0.003581931	0	0.007180125	0	0	0.16955971	0.155860014	0.149511717	0	0	0	0	0	0.053696154
TCGA-AR-A1AM	0.080346805	0	0.025315798	0.073153243	0	0.16894956	0.008046624	0.026086782	0.008942185	0.068723974	0	0	0	0.222278042	0.083970941	0.108752769	0.015458619	0	0.109974657	0	0	0
TCGA-5L-AAT1	0.039501187	0	0.000478395	0.264283836	0	0.059692053	0.022646459	0.062591523	0.056280536	0	0	0.03636171	0.006836926	0.045307368	0.123324195	0.121204962	0.037218642	0	0.122259197	0	0	0.00201301
TCGA-AR-A1AI	0.011278065	0	0.074513235	0.161771701	0	0.145722813	0.116772156	0.054832989	0.02310484	0	0.007082977	0	0.016888433	0.122890408	0.078439327	0.111882367	0.031056784	0.015342233	0.02650102	0	0	0.001920653
TCGA-A8-A095	0.043341444	0	0	0.075721572	0	0.166130819	0	0.054048184	0.008429055	0.005398327	0	0.038007882	0	0.164005253	0.075324024	0.191343662	0.025077744	0	0.153172036	0	0	0
TCGA-BH-A1F6	0.041883627	0	0.031603136	0.121626429	0	0.102123305	0.060688112	0.049333986	0.009757084	0.000684567	0	0	0	0.264268227	0.085517675	0.198880551	0	0.001144246	0.018413734	0	0	0.014075322
TCGA-EW-A1P0	0.041226105	0	0.003804276	0.090987132	0	0.204391501	0.028810297	0.071598296	0.019952011	0.009817721	0	0	0	0.251765892	0.095356393	0.124304138	0.032990348	0	0.024995891	0	0	0
TCGA-E9-A1RC	0.010489661	0	0.000904148	0	0	0.116195943	0	0.020939103	0.067420562	0	0.08689504	0	0	0.615500331	0	0.024488463	0	0.012782703	0.044384047	0	0	0
TCGA-BH-A1FU	0.113235539	0	0.048679536	0.062234616	0	0.197866411	0.028384937	0.042658139	0.021257556	0.019408266	0	0.017649405	0	0.192140291	0.068986792	0.077394832	0.012513259	0.007260825	0.090329595	0	0	0
TCGA-A8-A0AD	0.027660691	0	0.002929102	0.031839138	0	0.117038495	0	0.022690089	0	0	0	0.006998479	0.16982631	0.067932381	0.028282096	0.291684403	0	0	0.202697391	0	0	0.030421426
TCGA-C8-A26W	0.090850215	0	0.007587769	0.241066878	0	0.171758594	0.010809839	0.044651701	0.040683203	0.001488019	0	0	0.004487972	0.034834866	0.150010638	0.158190201	0.001675698	0	0.041904404	0	0	0
TCGA-D8-A1XW	0.052732901	0	0.005146353	0.000325969	0	0.181611354	0.011335288	0.026891145	0.027519781	0	0.013538513	0	0	0.249677376	0.083674916	0.315301579	0	0	0.032244825	0	0	0
TCGA-A2-A25B	0.038680283	0	0.01218688	0.057556773	0	0.293702102	0.023825904	0.046222973	0	0.017061363	0	0.010171814	0.005135315	0.113560961	0.082955687	0.226052642	0	0.005850179	0.043555961	0	0	0.023481165
TCGA-A8-A09D	0.029333574	0	0.003043753	0.042796675	0	0.111081094	0	0.00239658	0.030579216	0.005530646	0	0.003549325	0	0.39545335	0.057925595	0.259300825	0	0	0.057945488	0	0	0.001063878
TCGA-A7-A4SE	0.017931073	0	0.003986337	0.02771067	0	0.114746275	0	0.045931786	0.001422546	0	0.024346843	0	0	0.477865316	0.169296219	0.08674765	0.022215884	0	0	0.007799401	0	0
TCGA-A7-A4SF	0.081455543	0	0.104416739	0.087755665	0	0.18622363	0.032025077	0.028168925	0.035379418	0	0	0.001929921	0	0.17808843	0.090590764	0.099413303	0.001917864	0	0.072634723	0	0	0
TCGA-E9-A1N4	0.039025064	0	0.001493971	0.015189557	0	0.177785892	0.014686764	0.008788604	0.005134707	0.020693042	0	0.006347126	0	0.41246076	0.099935552	0.122511277	0.001731085	0	0.074216599	0	0	0
TCGA-E9-A1R6	0.026733516	0	0.003330001	0.028587384	0	0.085875318	0	0.034911914	0.063077335	0	0	0	0	0.338506594	0.082979734	0.269779769	0	0	0.065586101	0	0	0.000632334
TCGA-E2-A1AZ	0.095950797	0	0.019899016	0.055895694	0	0.371592303	0.064819022	0.040983736	0	0	0.013856842	0	0.008473263	0.041093162	0.147401931	0.062379406	0.024746149	0.013610481	0.0392982	0	0	0
TCGA-D8-A1XF	0	0	0.166101231	0.030771104	0	0.083781927	0.006832789	0.039639989	0.027860093	0	0	0.00816888	0	0.2403317	0.088071069	0.198514802	0.010499133	0	0.090499217	0	0	0.008928065
TCGA-E2-A14Q	0.046167477	0	0.015975082	0.197477642	0	0.324159585	0.026188734	0.006100302	0	0	0	0	0	0.012746879	0.139804641	0.101637158	0.03049056	0.003370623	0.095881316	0	0	0
TCGA-E2-A105	0.056357356	0	0.0119338	0.067771289	0	0.063082897	0.002558981	0.053149379	0.030784471	0	0	0.002400362	0	0.458143021	0.082878552	0.135491773	0.008721976	0	0.026726142	0	0	0
TCGA-B6-A0RQ	0.132671261	0	0.019138658	0.139854941	0	0.044162204	0	0.048188708	0.001906804	0	0	0.011249082	0	0.084714027	0.035266717	0.265180237	0.044325104	0	0.173342257	0	0	0
TCGA-B6-A0I5	0.18431661	0	0.048268885	0.094670024	0	0.131069906	0.01786486	0.04978106	0.020398987	0	0	0	0	0.224895011	0.052264167	0.113230045	0.038663884	0	0.02457656	0	0	0
TCGA-LD-A74U	0.069231288	0	0.014440998	0.020405644	0	0.092059796	0	0.012508715	0.00130122	0.001501275	0	0.009588691	0	0.453238597	0.060365172	0.155690613	0.000262608	0	0.109405382	0	0	0
TCGA-AN-A0AK	0.072215648	0	0.027451971	0.090642171	0	0.101207951	0.041119786	0.042207418	0.018386168	0.028723429	0	0.004393332	0	0.249021946	0.065452742	0.244823131	0.001176148	0	0.013178159	0	0	0
TCGA-A2-A0ES	0.126231753	0	0.035592602	0.086286232	0	0.320520455	0.00285926	0	0	0	0	0.002535324	0.002443887	0	0.08774802	0.1799071	0.096315997	0.009837549	0.049721822	0	0	0
TCGA-BH-A1FC	0.018412855	0	0.117046795	0.242026497	0	0.079763609	0.114306567	0.072830105	0.056180835	0	0	0.005300125	0.030311597	0.073962231	0.097292762	0.071360585	0.017096592	0	0.003646851	0	0	0.000461994
TCGA-E9-A2JS	0.001910821	0.005449746	0.000165836	0.153296208	0	0.098869278	0.006035237	0.008984744	0.048245487	0	0	0	0	0.218307388	0.091951927	0.196638689	0.005723179	0	0.164262965	0	0	0.000158496
TCGA-A7-A3IZ	0.039281175	0	0.005235241	0.034860265	0	0.10279196	0	0.001290345	0.005113498	0	0	0	0	0.197773614	0.024122593	0.250610211	0	0	0.335318304	0	0	0.003602795
TCGA-E2-A1B0	0.055306834	0	0.005220166	0.107412878	0	0.158449624	0.0269689	0.05839281	0.006792427	0.003701119	0.023783028	0	0	0.319159199	0.077768368	0.108658026	0	0.030114071	0.018272549	0	0	0
TCGA-E2-A1LI	0.067176767	0	0.001481945	0.0242041	0	0.225107409	0.020282717	0.068780118	0.024086464	0.021695102	0	0	0.006506913	0.276357876	0.177327816	0.076477124	0	0	0	0.010515651	0	0
TCGA-OL-A66I	0.004178813	0	0.010856161	0.278025084	0	0.057033973	0.083022089	0.036409613	0.126067704	0	0	0.001923623	0	0.114305454	0.115233776	0.05355764	0.081213926	0	0.037057666	0	0	0.001114477
TCGA-A2-A25A	0.130010539	0	0.045990206	0.126635971	0	0.194930656	0.017566474	0.017441788	0.012969373	0.006973061	0.009366321	0	0.002896605	0	0.134496727	0.142008224	0.060185029	0	0.098529026	0	0	0
TCGA-AC-A3BB	0.127749943	0	0.056875883	0.169269834	0	0.158560472	0.001735012	0.02055455	0.066800818	0	0	0.042776135	0.005302597	0.090467002	0.067087069	0.091978484	0.030365202	0	0.070476999	0	0	0
TCGA-E2-A156	0	0.004566486	0	0	0	0.245570512	0	0	0.037423058	0	0.023948174	0.019369323	0.013964556	0.212579362	0	0.305422052	0.004119085	0.009189311	0.123848084	0	0	0
TCGA-E2-A15C	0.120639685	0	0.063441062	0.106906496	0	0.222797662	0.007856985	0.075839829	0.001464974	0	0	0	0	0.121947353	0.118291967	0.092838238	0.020124844	0	0.044766732	0	0	0.003084174
TCGA-A2-A04U	0.08802543	0	0.06364111	0.085529749	0	0.040228122	0.011717189	0.06151765	0.02124365	0	0	0.007496705	0	0.330013766	0.042041738	0.178635918	0	0.039575647	0.030333325	0	0	0
TCGA-BH-A0DP	0.077780874	0	0.010205963	0.240049671	0	0.158462881	0	0.020922759	0.010342283	0	0	0.002979992	0	0.137758852	0.111820931	0.141226367	0.005226146	0	0.076874369	0	0	0.006348912
TCGA-A2-A0SX	0.033043251	0.01294299	0	0.125779387	0	0.199825761	0.035942268	0.060218581	0.061387103	0.002967922	0	0	0	0.285123611	0.077192664	0.060564476	0.016879257	0.000743182	0.027389548	0	0	0
TCGA-D8-A1XQ	0.015728094	0	0.066729876	0.075273313	0	0.122123989	0.037232446	0.039536439	0.012151518	0.003813204	0	3.35E-05	0	0.279917275	0.112703173	0.217283486	0	0	0.008576134	0	0	0.008897601
TCGA-D8-A1JP	0.036714641	0	0.006147969	0.142311669	0	0.125617502	0.008056468	0.022233574	0.035978996	0	0	0	0.040470694	0.160248283	0.071242265	0.29721535	0.012759748	0	0.041002841	0	0	0
TCGA-EW-A3U0	0.095965882	0	0	0.15516759	0	0.158322912	0.059447024	0.057412232	0.037110134	0.006112572	0	0.034713988	0	0.144244873	0.098227243	0.076830149	0.018280694	0	0.058164707	0	0	0
TCGA-B6-A0RE	0.086722962	0	0.12744487	0.056187272	0	0.064599744	0.022974312	0.05589151	0.010030661	0	0	0	0	0.3153866	0.079633114	0.10184781	0.030931058	0.013670114	0.034679975	0	0	0
TCGA-BH-A0BM	0.105381584	0	0.035916823	0.067286517	0	0.31309769	0	0.050797832	0.02332047	0.009266299	0	0.056574924	0	0.031678811	0.041032446	0.145706895	0.011879301	0.019813992	0.084714904	0	0	0.003531513
TCGA-A2-A0ST	0.033860414	0.055186436	0.05210028	0.156154311	0	0.142347572	0.02551515	0.07891146	0.04973215	0.006900902	0	0.010008797	0	0.074771626	0.135795472	0.030915067	0.101501658	0.010645087	0.035653617	0	0	0
TCGA-E2-A2P5	0.033512319	0	0.011586319	0.153268646	0	0.361210002	0.009018496	0.018307279	0.004909413	0.006878474	0	0	0.007444297	0.063281914	0.141298122	0.034305221	0.021032081	0	0.133947417	0	0	0
TCGA-C8-A1HN	0.014043883	0	0.004005152	0.028431593	0	0.146437726	0.000800409	0.026006499	0.002077728	0	0	0	0	0.359424843	0.077539441	0.283968333	0	0	0.042199843	0	0.011347261	0.003717287
TCGA-A2-A0YJ	0.020758282	0	0.008988523	0.067011667	0	0.058064475	0	0.028349518	0	0	0.001516584	0.009139108	0	0.635310299	0.028449231	0.133111277	0	0	0.009301038	0	0	0
TCGA-B6-A0X4	0	0.01431965	0	0.013477872	0	0.071125736	0	0.084115868	0.03137946	0	0	0.049218721	0	0.081142632	0.035200547	0.346182845	0.135900522	0.059583911	0.053302644	0	0	0.025049591
TCGA-AR-A5QM	0.1361954	0	0.035070263	0.056102161	0	0	0.038476716	0.040066387	0.017057735	0.040417567	0	0	0	0.337089648	0.048575	0.112071085	0	0	0.133393684	0.005484353	0	0
TCGA-AR-A24R	0.056891112	0	0.004656716	0.087343737	0	0.224874125	0.016220813	0	0.010142314	0.046990352	0	0	0.005194972	0.022173167	0.20627598	0.181691115	0.052855331	0	0.084476455	0	0.000213811	0
TCGA-AR-A251	0.097400013	0	0.008538967	0.0719287	0	0.223936641	0.035279798	0.044969889	0	0	0.006202141	0	0.005407797	0.097061158	0.127795301	0.154645465	0	0.104789372	0.022044757	0	0	0
TCGA-C8-A1HM	0.027506737	0	0.002918181	0.285176268	0	0.000952399	0.260164046	0.061375609	0	0.015608861	0.007339435	0.014594745	0.000911828	0.015542033	0.087629282	0.133580942	0.006103234	0.006276845	0.06932861	0	0	0.004990944
TCGA-AC-A6IX	0.07932761	0	0.070409662	0.104368279	0	0.175733896	0	0.032043603	0.033958992	0	0	0.011555607	0.030262532	0	0.083031214	0.214075192	0.021375344	0.033980326	0.109877743	0	0	0
TCGA-A8-A09A	0.08019545	0	0.01229873	0.160308168	0	0.171992478	0	0	0.006360857	0	0	0.040772952	0.014978961	0.128894515	0.137708407	0.10153223	0.019710029	0	0.125247222	0	0	0
TCGA-AN-A0AL	0.140278537	0	0.075685382	0.030070194	0	0.222832007	0.036041995	0.051479922	0.016522062	0	0.012090653	0	0	0.201218264	0.050613927	0.082311457	0	0.038552405	0.042303195	0	0	0
TCGA-C8-A1HI	0.076547577	0	0.098057063	0.053157982	0	0.117551288	0.003948439	0.008443689	0.003370368	0.041063289	0	0.00682321	0	0.090876574	0.118752311	0.242114088	0.0171562	0	0.118934171	0	0	0.003203751
TCGA-A8-A0A2	0.045034972	0	0.09749968	0.157545794	0	0.24805935	0	0.036673724	0.016886698	0	0.005442024	0	0.086411798	0	0.07387719	0.187436649	0.005025431	0	0.04010669	0	0	0
TCGA-AR-A5QN	0.12721968	0	0.000890385	0.173592733	0	0.154337788	0.002856874	0	0.015527103	0.044699613	0	0	0	0.026052585	0.124757456	0.207669755	0.003674127	0	0.114898768	0	0	0.003823134
TCGA-A8-A092	0.031713531	0	0.00202763	0.038004466	0	0.148208368	0.017472823	0.039292641	0.030158164	0	0	0.000845239	0	0.220578575	0.106317135	0.246530889	0.005752311	0	0.10372008	0	0	0.009378148
TCGA-B6-A0X7	0.043834538	0	0.033486782	0.073318023	0	0.166306818	0	0.007728964	0.010318885	0	0.009010983	0	0	0.065647255	0.180233792	0.137502051	0.023922397	0	0.248689513	0	0	0
TCGA-EW-A1J6	0.117057986	0	0	0.094122851	0	0.167264182	0.066118428	0.079230689	0.003969674	0.010631325	0.004453404	0	0.007810748	0.044075121	0.151198172	0.193923858	0.016703406	0	0.043440156	0	0	0
TCGA-B6-A0RP	0.052785759	0	0	0.197038472	0	0.158667721	0	0.048677729	0.000911356	0	0	0.019267663	0.012809238	0.167346207	0.059754353	0.199920983	0.032576396	0	0.044984432	0	0	0.00525969
TCGA-AR-A1AH	0.164498615	0	0.017908778	0.02680287	0	0.18362084	0.001224034	0.035031094	0.010053225	0	0.009485801	0	0.048871814	0.250839421	0.033962258	0.141196799	0.00130643	0.049840199	0	0.02409541	0	0.001262414
TCGA-C8-A8HR	0.025158245	0	0	0.146344243	0	0.206334682	0.019003108	0.044024477	0.015686585	0.020922133	0	0.012338207	0	0	0.184150916	0.248855832	0.029922543	0	0.047259029	0	0	0
TCGA-D8-A1JE	0	0.001934718	0.000884069	0.084717085	0	0.16805886	0.00893885	0.01885378	0.006884921	0.021644663	0	0	0	0	0.115741799	0.439537605	0.017540541	0	0.106080857	0	0	0.009182251
TCGA-D8-A1JF	0.129961093	0	0.179078903	0.12263731	0	0.110249116	0.006211425	0.014029318	0.009840142	0.017765118	0	0	0	0.105732453	0.06148506	0.184962457	0.00498704	0	0.053060566	0	0	0
TCGA-E2-A14P	0.095090014	0	0.007032336	0.128781428	0	0.201346128	0.031219606	0.044721523	0.00793675	0	0	0	0	0.165368237	0.14502367	0.104843663	0.016749996	0	0.05188665	0	0	0
TCGA-E9-A22E	0.041902789	0	0.005884487	0.156371257	0	0.135040048	0.012390574	0.023616893	0.051361911	0.017228588	0	0	0	0.266644355	0.092030079	0.134427224	0	0	0.063101794	0	0	0
TCGA-BH-A0DE	0.016806121	0	0.001938035	0.125415987	0	0.215784757	0.0129375	0.036299653	0.0143584	0.001125905	0.007952069	0	0.013887427	0.0649688	0.172946096	0.23407583	0	0.011740056	0.065862811	0	0	0.003900554
TCGA-B6-A0I2	0.024519487	0	0.086030728	0.293944148	0	0	0.058317302	0.055178772	0.048818709	0.000651176	0	0.086263543	0	0.115900794	0.149462235	0.063110235	0.002789356	0	0.015013515	0	0	0
TCGA-AR-A2LJ	0.049331651	0	0.049346324	0.080822067	0	0.045095508	0.0143061	0.010150173	0.026575655	0.029444965	0	0.014155277	0	0.391740658	0.06172689	0.148488462	0.021864431	0	0.05695184	0	0	0
TCGA-E2-A10A	0.052755861	0	0.033234443	0.007900365	0	0.136127404	0	0.011009746	0.018076413	0	0	0.002084899	0	0.483100486	0.050003084	0.192640469	0	0	0.01306683	0	0	0
TCGA-GM-A2DK	0.058376062	0	0.007902528	0.093147157	0	0.10492407	0	0.024988398	0.008122196	0.01831791	0	0.015210823	0	0.346852601	0.050847783	0.205557793	0.003247529	0	0.062505149	0	0	0
TCGA-B6-A0IA	0.005334593	0	3.63E-05	0	0	0	0	0.111863373	0.014356328	0.056435912	0.031643439	0	0	0.525699012	0	0.093416956	0	0.139056729	0	0.022157389	0	0
TCGA-AC-A8OP	0.144873927	0	0.009527569	0.076810422	0	0.138630574	0	0.084588874	0.019677129	0.002246338	0	0.031416159	0	0.165644831	0.092324539	0.149189072	0	0	0.076282926	0.008787641	0	0
TCGA-A2-A1FV	0.076279683	0	0.009458636	0.046788096	0	0.240088914	0	0.017907563	0	0	0	0.027569616	0.000935733	0	0.064683186	0.236545454	0.006669811	0	0.273073307	0	0	0
TCGA-A7-A26H	0.058412172	0	0.003864507	0.078307422	0	0.123862568	0.018520159	0.050501664	0.005258565	0	0	0.002037679	0	0.346930118	0.116774953	0.132350664	0.015618193	0	0.047561335	0	0	0
TCGA-B6-A0IG	0.105921336	0	0.010551619	0.028633868	0	0.191578272	0	0.0527779	0.037663523	0	0.011878233	0	0	0.321768634	0.161850507	0.051028096	0	0	0.026348011	0	0	0
TCGA-D8-A27F	0.104764711	0	0.019244027	0.01141858	0	0.102435164	0.011808686	0	0	0	0	0.004171344	0.003303917	0.548318864	0.039120758	0.107466985	0	0	0.047946964	0	0	0
TCGA-A8-A06P	0.014626348	0.004268154	0.047510499	0.055351481	0	0.099380722	0	0.01938667	0.031882318	0	0	0	0	0.263506475	0.029815562	0.255738416	0	0	0.164286077	0	0	0.014247277
TCGA-D8-A27E	0.035128226	0	0.00585692	0.077397672	0	0.210039624	0.003489352	0.058852554	0	0.023624334	0	0.003639941	0.114598319	0	0.091262282	0.217788686	0.070644142	0	0.087677948	0	0	0
TCGA-AO-A0J3	0.00957383	0	0.005008191	0.109399106	0	0.144621556	0	0.015874641	0.022816289	0	0	0.050096918	0.033415593	0.088928222	0.101159428	0.248785962	0.005981031	0	0.152829365	0	0.011509869	0
TCGA-BH-A0EA	0.068337281	0	0.003972708	0.03190811	0	0.076162792	0	0.061890601	0.006556477	0.046283202	0	0.0258645	0	0.310596997	0.043722194	0.122926536	0.170091602	0	0.031687	0	0	0
TCGA-OL-A66N	0.055526679	0.022865124	0.079236183	0.160540766	0	0.120909464	0	0.084355456	0.000699203	0.002397856	0	0.061218745	0	0.016543061	0.017951641	0.157569234	0.053846756	0.004645913	0.16025403	0	0	0.001439891
